Iteration,CurrentTemperature,TotalHPWL
462,0.00111082,11476
463,0.00105528,11459
464,0.00100252,11458
465,0.000952392,11438
466,0.000904773,11419
467,0.000859534,11417
468,0.000816557,11401
469,0.00077573,11385
470,0.000736943,11383
471,0.000700096,11479
472,0.000665091,11412
473,0.000631837,11401
474,0.000600245,11390
475,0.000570232,11365
476,0.000541721,11343
477,0.000514635,11326
478,0.000488903,11315
479,0.000464458,11305
480,0.000441235,11295
481,0.000419173,11353
482,0.000398215,11379
483,0.000378304,11412
484,0.000359389,11382
485,0.000341419,11474
486,0.000324348,11417
487,0.000308131,11376
488,0.000292724,11356
489,0.000278088,11341
490,0.000264184,11319
491,0.000250975,11362
492,0.000238426,11459
493,0.000226505,11429
494,0.000215179,11393
495,0.00020442,11559
496,0.000194199,11491
497,0.000184489,11442
498,0.000175265,11428
